order_item_id,amazon_order_id,is_gift,is_transparency,asin,buyer_requested_cancel_is_buyer_requested_cancel,buyer_requested_cancel_buyer_cancel_reason,condition_id,condition_note,condition_subtype_id,deemed_reseller_category,ioss_number,item_approval_context_approval_status,item_approval_context_approval_type,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currencycode,points_granted_monetary_amount,points_granted_monetary_currency_code,points_granted_points_number,price_designation,product_info_detail_number_of_items,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_currency_code,promotion_discount_tax_amount,quantity_ordered,quantity_shipped,scheduled_delivery_end_date,scheduled_delivery_start_date,seller_sku,serial_number_required,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,title
ITEM00193 ,ORDER00135,False,False,B0E7STG9549,True,Found cheaper,Preorder,Note for condition 67,Mint,UOSS,IOSS-89393,Approved,Automatic,383.33,USD,26.89,USD,3.78,USD,73,Standard,9,3.83,USD,USD,2.62,8,2,2025-02-01,2025-01-28,SKU-1626,False,9.48,USD,0.36,USD,2.64,USD,2.35,USD,Store-60,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00194 ,ORDER00135,True,False,B0E7STG2724,True,Changed mind,Used,Note for condition 26,New,IOSS,IOSS-23171,Approved,Manual,103.49,USD,15.95,USD,2.99,USD,38,Standard,8,5.16,USD,USD,2.25,9,7,2025-01-31,2025-01-28,SKU-5050,False,8.91,USD,0.21,USD,11.11,USD,2.12,USD,Store-50,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00195 ,ORDER00135,False,False,B0E7STG3984,False,Changed mind,Collectible,Note for condition 85,OEM,UOSS,IOSS-86561,Approved,Automatic,147.19,USD,6.67,USD,3.6,USD,97,Standard,5,2.86,USD,USD,4.33,3,2,2025-01-31,2025-01-28,SKU-4922,False,3.59,USD,0.93,USD,0.93,USD,0.86,USD,Store-74,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00196 ,ORDER00136,False,False,B0E7STG9658,True,Found cheaper,New,Note for condition 6,OEM,IOSS,IOSS-74555,Pending,Automatic,404.78,USD,34.35,USD,4.82,USD,94,Standard,4,0.37,USD,USD,4.34,4,4,2025-01-31,2025-01-24,SKU-7695,False,3.19,USD,0.41,USD,4.29,USD,0.40,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00197 ,ORDER00137,False,True,B0E7STG6667,False,Found cheaper,Club,Note for condition 92,New,UOSS,IOSS-17974,Approved,Automatic,374.78,USD,45.08,USD,0.48,USD,89,Standard,2,11.93,USD,USD,0.72,8,4,2025-02-02,2025-01-24,SKU-4879,False,0.94,USD,0.81,USD,17.94,USD,3.65,USD,Store-91,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00198 ,ORDER00137,False,True,B0E7STG2400,True,Found cheaper,Refurbished,Note for condition 58,Club,UOSS,IOSS-99956,Rejected,Manual,448.70,USD,22.99,USD,0.23,USD,86,Standard,7,4.21,USD,USD,4.71,3,2,2025-02-01,2025-01-24,SKU-9938,False,4.99,USD,0.94,USD,12.84,USD,0.46,USD,Store-72,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00199 ,ORDER00137,True,True,B0E7STG5122,True,Delayed delivery,Used,Note for condition 22,Refurbished,IOSS,IOSS-12197,Pending,Manual,100.98,USD,10.47,USD,0.23,USD,64,Standard,8,7.95,USD,USD,2.77,10,2,2025-02-02,2025-01-23,SKU-3844,True,3.36,USD,1.43,USD,7.05,USD,3.96,USD,Store-76,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00200 ,ORDER00137,False,True,B0E7STG1987,True,Found cheaper,Used,Note for condition 29,Very Good,IOSS,IOSS-86958,Rejected,Automatic,130.90,USD,33.98,USD,4.55,USD,14,Standard,1,3.98,USD,USD,4.58,1,0,2025-01-29,2025-01-27,SKU-3187,False,0.11,USD,1.61,USD,0.23,USD,3.34,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00201 ,ORDER00137,True,False,B0E7STG2156,False,Delayed delivery,Club,Note for condition 53,New,UOSS,IOSS-29635,Approved,Automatic,332.95,USD,6.5,USD,2.83,USD,77,Standard,9,10.36,USD,USD,3.69,10,5,2025-01-30,2025-01-26,SKU-5620,False,9.77,USD,1.29,USD,19.81,USD,3.51,USD,Store-89,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00202 ,ORDER00138,False,True,B0E7STG7716,False,Changed mind,New,Note for condition 2,Very Good,IOSS,IOSS-98378,Approved,Manual,343.72,USD,41.87,USD,4.16,USD,71,Standard,1,-19.20,USD,USD,"3,000.87",7,5,2025-02-01,2025-01-26,SKU-5372,True,"-4,000.22",USD,0.01,USD,"-1,000.54",USD,"-3,123.69",USD,Store-91,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00203 ,ORDER00138,True,True,B0E7STG4927,False,Delayed delivery,New,Note for condition 5,Club,IOSS,IOSS-95905,Pending,Automatic,230.35,USD,14.32,USD,4.53,USD,55,Standard,7,19.82,USD,USD,"-3,001.97",1,0,2025-02-01,2025-01-28,SKU-2336,False,0.14,USD,0.21,USD,11.35,USD,0.73,USD,Store-47,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00204 ,ORDER00138,True,True,B0E7STG5949,False,Delayed delivery,Used,Note for condition 20,Warranty,IOSS,IOSS-40234,Pending,Automatic,210.37,USD,46.74,USD,3.86,USD,19,Standard,4,2.75,USD,USD,4.48,1,0,2025-02-02,2025-01-24,SKU-8066,False,4.48,USD,1.45,USD,19.77,USD,2.16,USD,Store-23,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00205 ,ORDER00139,False,False,B0E7STG5572,True,Found cheaper,Preorder,Note for condition 67,Mint,UOSS,IOSS-89393,Approved,Automatic,416.83,USD,9.92,USD,3.78,USD,73,Standard,9,3.83,USD,USD,2.62,1,1,2025-02-01,2025-01-28,SKU-6072,False,9.48,USD,0.36,USD,2.64,USD,2.35,USD,Store-60,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00206 ,ORDER00139,False,False,B0E7STG3271,True,Delayed delivery,Refurbished,Note for condition 48,Refurbished Warrnty,UOSS,IOSS-49580,Rejected,Manual,235.00,USD,31.73,USD,0.16,USD,76,Standard,9,7.06,USD,USD,1.05,3,2,2025-01-29,2025-01-28,SKU-2630,False,7.89,USD,0.95,USD,10.86,USD,3.15,USD,Store-36,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00207 ,ORDER00139,False,False,B0E7STG4253,False,Found cheaper,Used,Note for condition 27,New,IOSS,IOSS-61231,Pending,Automatic,11.33,USD,32.6,USD,3.97,USD,32,Standard,3,14.46,USD,USD,0.25,5,5,2025-01-30,2025-01-27,SKU-6982,False,1.83,USD,1.76,USD,12.87,USD,4.39,USD,Store-4,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00208 ,ORDER00140,False,False,B0E7STG1958,False,Delayed delivery,Preorder,Note for condition 69,Acceptable,UOSS,IOSS-58852,Rejected,Manual,12.34,USD,32.12,USD,3.73,USD,99,Standard,6,11.72,USD,USD,0.73,8,4,2025-01-29,2025-01-26,SKU-3342,True,6.56,USD,1.81,USD,1.39,USD,0.53,USD,Store-84,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00209 ,ORDER00140,True,False,B0E7STG3181,True,Changed mind,Club,Note for condition 11,Any,IOSS,IOSS-90169,Approved,Automatic,28.56,USD,29.4,USD,2.27,USD,47,Standard,4,18.73,USD,USD,0.47,9,9,2025-01-30,2025-01-26,SKU-9676,True,2.33,USD,1.18,USD,11.89,USD,0.10,USD,Store-74,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00210 ,ORDER00140,False,False,B0E7STG5293,True,Delayed delivery,Refurbished,Note for condition 48,Refurbished Warrnty,UOSS,IOSS-49580,Rejected,Manual,477.54,USD,22.51,USD,0.16,USD,76,Standard,9,7.06,USD,USD,1.05,1,0,2025-01-29,2025-01-28,SKU-1744,False,7.89,USD,0.95,USD,10.86,USD,3.15,USD,Store-36,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00211 ,ORDER00141,False,True,B0E7STG1037,False,Changed mind,Preorder,Note for condition 68,Very Good,UOSS,IOSS-28124,Approved,Manual,344.63,USD,48.83,USD,4.61,USD,51,Standard,5,8.06,USD,USD,2.72,8,0,2025-01-31,2025-01-23,SKU-2605,False,5.77,USD,0.65,USD,14.96,USD,2.94,USD,Store-77,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00212 ,ORDER00141,True,True,B0E7STG5418,False,Found cheaper,Used,Note for condition 41,Mint,IOSS,IOSS-82549,Pending,Automatic,386.43,USD,4.49,USD,2.41,USD,29,Standard,1,18.61,USD,USD,1.41,3,1,2025-01-29,2025-01-23,SKU-8000,False,6.96,USD,0.76,USD,7.18,USD,4.29,USD,Store-80,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00213 ,ORDER00142,False,False,B0E7STG9224,False,Found cheaper,Preorder,Note for condition 82,Acceptable,UOSS,IOSS-11370,Pending,Manual,406.28,USD,40.13,USD,2.07,USD,28,Standard,5,16.13,USD,USD,1.48,4,4,2025-02-01,2025-01-28,SKU-6427,True,4.42,USD,1.63,USD,18.51,USD,0.46,USD,Store-81,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00214 ,ORDER00143,True,False,B0E7STG5483,True,Changed mind,Refurbished,Note for condition 49,Refurbished,UOSS,IOSS-78419,Approved,Manual,408.57,USD,47.74,USD,0.91,USD,68,Standard,7,16.15,USD,USD,3.67,3,1,2025-01-29,2025-01-25,SKU-1018,False,4.85,USD,1.74,USD,16.33,USD,0.44,USD,Store-48,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00215 ,ORDER00144,False,True,B0E7STG6467,True,Changed mind,Used,Note for condition 30,Acceptable,IOSS,IOSS-41846,Approved,Manual,441.69,USD,30.52,USD,0.21,USD,1,Standard,4,13.85,USD,USD,2.31,2,1,2025-01-29,2025-01-24,SKU-3262,False,7.8,USD,0.66,USD,1.03,USD,2.32,USD,Store-84,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00216 ,ORDER00144,False,False,B0E7STG9181,False,Changed mind,Used,Note for condition 44,Poor,UOSS,IOSS-72636,Pending,Manual,275.77,USD,26.56,USD,3.78,USD,31,Standard,9,3.15,USD,USD,3.73,8,4,2025-02-02,2025-01-25,SKU-5554,True,7.61,USD,0.67,USD,19.4,USD,4.8,USD,Store-66,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00217 ,ORDER00144,False,True,B0E7STG7861,True,Changed mind,Used,Note for condition 30,Acceptable,IOSS,IOSS-41846,Approved,Manual,86.52,USD,35.37,USD,0.21,USD,1,Standard,4,13.85,USD,USD,2.31,6,0,2025-01-29,2025-01-24,SKU-6702,False,7.8,USD,0.66,USD,1.03,USD,2.32,USD,Store-84,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00218 ,ORDER00145,False,True,B0E7STG4206,True,Changed mind,Collectible,Note for condition 90,Any,UOSS,IOSS-81335,Approved,Automatic,404.82,USD,19.3,USD,1.01,USD,38,Standard,10,10.82,USD,USD,1.07,2,0,2025-02-02,2025-01-25,SKU-8257,True,0.82,USD,1.64,USD,19.35,USD,1.05,USD,Store-77,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00219 ,ORDER00145,False,False,B0E7STG8759,True,Found cheaper,New,Note for condition 1,Mint,IOSS,IOSS-11208,Rejected,Automatic,204.91,USD,20.18,USD,2.43,USD,79,Standard,7,"3,000.75",USD,USD,-0.32,3,3,2025-01-31,2025-01-23,SKU-8110,True,"1,000.01",USD,"1,000.13",USD,"1,700.76",USD,"2,111.19",USD,Store-83,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00220 ,ORDER00145,False,False,B0E7STG4063,True,Found cheaper,New,Note for condition 6,OEM,IOSS,IOSS-74555,Pending,Automatic,496.24,USD,24.61,USD,4.82,USD,94,Standard,4,0.37,USD,USD,4.34,6,2,2025-01-31,2025-01-24,SKU-3966,False,3.19,USD,0.41,USD,4.29,USD,0.40,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00221 ,ORDER00145,False,True,B0E7STG6072,False,Changed mind,Preorder,Note for condition 68,Very Good,UOSS,IOSS-28124,Approved,Manual,203.39,USD,47.65,USD,4.61,USD,51,Standard,5,8.06,USD,USD,2.72,5,5,2025-01-31,2025-01-23,SKU-9986,False,5.77,USD,0.65,USD,14.96,USD,2.94,USD,Store-77,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00222 ,ORDER00145,False,True,B0E7STG4529,False,Changed mind,Refurbished,Note for condition 46,OEM,UOSS,IOSS-16200,Rejected,Manual,293.47,USD,47.9,USD,0.63,USD,61,Standard,7,1.45,USD,USD,1.79,5,4,2025-01-31,2025-01-24,SKU-6737,False,1.84,USD,0.42,USD,2.01,USD,1.87,USD,Store-82,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00223 ,ORDER00146,False,False,B0E7STG8599,True,Found cheaper,Preorder,Note for condition 72,OEM,UOSS,IOSS-18437,Approved,Automatic,73.74,USD,44.24,USD,0.14,USD,15,Standard,1,16.33,USD,USD,4.42,2,0,2025-01-31,2025-01-28,SKU-9895,False,0.36,USD,0.82,USD,0.94,USD,0.32,USD,Store-74,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00224 ,ORDER00146,False,False,B0E7STG5967,False,Changed mind,Collectible,Note for condition 85,OEM,UOSS,IOSS-86561,Approved,Automatic,164.31,USD,31.39,USD,3.6,USD,97,Standard,5,2.86,USD,USD,4.33,8,8,2025-01-31,2025-01-28,SKU-3995,False,3.59,USD,0.93,USD,0.93,USD,0.86,USD,Store-74,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00225 ,ORDER00146,True,False,B0E7STG5747,False,Delayed delivery,Refurbished,Note for condition 61,Refurbished Warrnty,UOSS,IOSS-57917,Rejected,Manual,94.16,USD,34.04,USD,3.25,USD,40,Standard,10,17.25,USD,USD,3.85,8,8,2025-02-01,2025-01-27,SKU-6203,False,0.95,USD,1.11,USD,17.01,USD,4.46,USD,Store-62,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00226 ,ORDER00146,False,True,B0E7STG7871,False,Found cheaper,Collectible,Note for condition 73,Warranty,UOSS,IOSS-18091,Rejected,Automatic,330.32,USD,15.9,USD,0.57,USD,65,Standard,3,7.76,USD,USD,4.16,5,2,2025-01-31,2025-01-28,SKU-3573,True,7.15,USD,0.04,USD,10.58,USD,4.92,USD,Store-80,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00227 ,ORDER00146,False,False,B0E7STG4185,False,Delayed delivery,Preorder,Note for condition 63,Open Box,UOSS,IOSS-63406,Approved,Manual,346.53,USD,32.3,USD,1.26,USD,42,Standard,1,9.15,USD,USD,3.59,7,3,2025-01-29,2025-01-25,SKU-8423,True,2.69,USD,0.33,USD,1.11,USD,0.89,USD,Store-75,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00228 ,ORDER00147,True,False,B0E7STG9071,True,Delayed delivery,Collectible,Note for condition 77,Any,UOSS,IOSS-65398,Rejected,Manual,101.60,USD,15.56,USD,1.59,USD,40,Standard,3,3.15,USD,USD,2.23,2,0,2025-02-02,2025-01-28,SKU-7518,True,6.61,USD,0.86,USD,17.2,USD,1.16,USD,Store-53,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00229 ,ORDER00147,True,False,B0E7STG9484,True,Changed mind,Refurbished,Note for condition 49,Refurbished,UOSS,IOSS-78419,Approved,Manual,482.85,USD,18.57,USD,0.91,USD,68,Standard,7,16.15,USD,USD,3.67,7,4,2025-01-29,2025-01-25,SKU-1753,False,4.85,USD,1.74,USD,16.33,USD,0.44,USD,Store-48,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00230 ,ORDER00147,True,False,B0E7STG2466,True,Delayed delivery,Collectible,Note for condition 77,Any,UOSS,IOSS-65398,Rejected,Manual,292.12,USD,13.6,USD,1.59,USD,40,Standard,3,3.15,USD,USD,2.23,9,4,2025-02-02,2025-01-28,SKU-7073,True,6.61,USD,0.86,USD,17.2,USD,1.16,USD,Store-53,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00231 ,ORDER00147,False,False,B0E7STG3632,False,Delayed delivery,New,Note for condition 0,New,IOSS,IOSS-43539,Approved,Automatic,332.96,USD,13.16,USD,1.06,USD,70,Standard,3,11.01,USD,USD,-3.03,1,0,2025-01-29,2025-01-28,SKU-4484,True,-9.08,USD,-0.94,USD,-4.52,USD,-2.85,USD,Store-78,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00232 ,ORDER00148,False,False,B0E7STG5481,True,Changed mind,Collectible,Note for condition 79,New,UOSS,IOSS-85635,Pending,Automatic,396.88,USD,5.32,USD,0.11,USD,84,Standard,10,9.55,USD,USD,4.85,4,0,2025-02-01,2025-01-26,SKU-9807,False,3.21,USD,0.43,USD,4.83,USD,2.98,USD,Store-9,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00233 ,ORDER00148,False,False,B0E7STG4557,True,Found cheaper,Used,Note for condition 28,Mint,IOSS,IOSS-43779,Pending,Automatic,122.23,USD,19.88,USD,4.87,USD,25,Standard,7,2.65,USD,USD,4.89,4,4,2025-02-02,2025-01-23,SKU-3558,True,6.83,USD,1.24,USD,13.88,USD,3.63,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00234 ,ORDER00148,True,False,B0E7STG1039,True,Changed mind,Refurbished,Note for condition 57,Poor,UOSS,IOSS-46900,Approved,Automatic,151.83,USD,1.56,USD,0.44,USD,81,Standard,2,0.71,USD,USD,1.55,3,2,2025-01-30,2025-01-24,SKU-4482,True,0.3,USD,0.45,USD,14.74,USD,3.28,USD,Store-23,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00235 ,ORDER00148,True,False,B0E7STG3659,True,Found cheaper,New,Note for condition 9,Refurbished,IOSS,IOSS-67162,Pending,Automatic,188.57,USD,6.71,USD,3.55,USD,100,Standard,9,11.21,USD,USD,1.35,1,0,2025-01-30,2025-01-24,SKU-5646,False,3.49,USD,0.53,USD,3.39,USD,4.73,USD,Store-52,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00236 ,ORDER00148,True,False,B0E7STG5733,False,Delayed delivery,New,Note for condition 10,Open Box,IOSS,IOSS-63914,Pending,Automatic,424.50,USD,40.78,USD,3.88,USD,26,Standard,3,5.29,USD,USD,3.04,4,4,2025-01-31,2025-01-27,SKU-2126,True,8.41,USD,0.04,USD,14.35,USD,0.53,USD,Store-54,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00237 ,ORDER00149,False,True,B0E7STG9337,True,Changed mind,Club,Note for condition 55,Very Good,UOSS,IOSS-54204,Pending,Manual,320.55,USD,16.45,USD,1.64,USD,87,Standard,6,10.11,USD,USD,4.69,2,2,2025-01-31,2025-01-28,SKU-9068,False,0.02,USD,1.28,USD,7.97,USD,1.26,USD,Store-13,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00238 ,ORDER00149,False,True,B0E7STG9318,False,Changed mind,Refurbished,Note for condition 46,OEM,UOSS,IOSS-16200,Rejected,Manual,398.10,USD,9.42,USD,0.63,USD,61,Standard,7,1.45,USD,USD,1.79,8,3,2025-01-31,2025-01-24,SKU-9268,False,1.84,USD,0.42,USD,2.01,USD,1.87,USD,Store-82,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00239 ,ORDER00149,False,True,B0E7STG5627,True,Found cheaper,Club,Note for condition 93,Mint,UOSS,IOSS-23538,Rejected,Automatic,107.00,USD,24.45,USD,0.61,USD,95,Standard,5,17.45,USD,USD,3.68,8,6,2025-01-31,2025-01-23,SKU-7335,False,3.06,USD,0.68,USD,16.43,USD,0.62,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00240 ,ORDER00150,False,True,B0E7STG1830,True,Found cheaper,Used,Note for condition 37,Open Box,IOSS,IOSS-77124,Rejected,Automatic,350.79,USD,1.87,USD,2.44,USD,14,Standard,2,19.92,USD,USD,1.81,5,5,2025-02-01,2025-01-24,SKU-2245,True,3.24,USD,1.05,USD,13.7,USD,3.40,USD,Store-32,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00241 ,ORDER00150,True,False,B0E7STG9886,True,Delayed delivery,Used,Note for condition 35,Refurbished Warrnty,IOSS,IOSS-23883,Pending,Automatic,147.54,USD,28.51,USD,4.85,USD,28,Standard,6,18.79,USD,USD,1.29,6,5,2025-02-02,2025-01-24,SKU-2270,False,1.23,USD,1.95,USD,14.05,USD,1.52,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00242 ,ORDER00150,True,False,B0E7STG7051,True,Found cheaper,New,Note for condition 9,Refurbished,IOSS,IOSS-67162,Pending,Automatic,312.96,USD,18.39,USD,3.55,USD,100,Standard,9,11.21,USD,USD,1.35,6,1,2025-01-30,2025-01-24,SKU-4058,False,3.49,USD,0.53,USD,3.39,USD,4.73,USD,Store-52,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00243 ,ORDER00151,False,False,B0E7STG4387,True,Found cheaper,Used,Note for condition 28,Mint,IOSS,IOSS-43779,Pending,Automatic,38.94,USD,38.44,USD,4.87,USD,25,Standard,7,2.65,USD,USD,4.89,6,0,2025-02-02,2025-01-23,SKU-9150,True,6.83,USD,1.24,USD,13.88,USD,3.63,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00244 ,ORDER00151,True,True,B0E7STG7181,False,Found cheaper,New,Note for condition 15,Very Good,IOSS,IOSS-27259,Rejected,Manual,69.43,USD,20.87,USD,5.05,USD,23,Standard,5,3.12,USD,USD,0.86,3,3,2025-01-30,2025-01-26,SKU-3682,False,7.08,USD,0.25,USD,0.26,USD,2.71,USD,Store-82,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00245 ,ORDER00151,False,False,B0E7STG3301,False,Found cheaper,Preorder,Note for condition 82,Acceptable,UOSS,IOSS-11370,Pending,Manual,314.93,USD,1.93,USD,2.07,USD,28,Standard,5,16.13,USD,USD,1.48,5,4,2025-02-01,2025-01-28,SKU-2867,True,4.42,USD,1.63,USD,18.51,USD,0.46,USD,Store-81,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00246 ,ORDER00151,False,False,B0E7STG5021,True,Changed mind,Used,Note for condition 42,Very Good,IOSS,IOSS-36633,Pending,Automatic,276.57,USD,2.88,USD,0.18,USD,42,Standard,6,18.92,USD,USD,1.76,7,6,2025-02-01,2025-01-25,SKU-6596,True,2.15,USD,0.74,USD,9.17,USD,4.96,USD,Store-80,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00247 ,ORDER00151,False,True,B0E7STG2103,False,Changed mind,Preorder,Note for condition 68,Very Good,UOSS,IOSS-28124,Approved,Manual,245.51,USD,32.81,USD,4.61,USD,51,Standard,5,8.06,USD,USD,2.72,6,0,2025-01-31,2025-01-23,SKU-3121,False,5.77,USD,0.65,USD,14.96,USD,2.94,USD,Store-77,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00248 ,ORDER00152,False,False,B0E7STG1392,True,Found cheaper,New,Note for condition 6,OEM,IOSS,IOSS-74555,Pending,Automatic,373.23,USD,25.38,USD,4.82,USD,94,Standard,4,0.37,USD,USD,4.34,9,8,2025-01-31,2025-01-24,SKU-8709,False,3.19,USD,0.41,USD,4.29,USD,0.40,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00249 ,ORDER00152,True,True,B0E7STG8838,False,Delayed delivery,Club,Note for condition 91,Other,UOSS,IOSS-86984,Rejected,Automatic,305.31,USD,20.3,USD,2.95,USD,8,Standard,6,2.91,USD,USD,0.83,4,4,2025-01-31,2025-01-28,SKU-5820,False,9.81,USD,0.79,USD,6.44,USD,1.72,USD,Store-82,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00250 ,ORDER00152,False,False,B0E7STG1341,True,Found cheaper,New,Note for condition 6,OEM,IOSS,IOSS-74555,Pending,Automatic,303.29,USD,8.9,USD,4.82,USD,94,Standard,4,0.37,USD,USD,4.34,7,6,2025-01-31,2025-01-24,SKU-5288,False,3.19,USD,0.41,USD,4.29,USD,0.40,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00251 ,ORDER00152,True,False,B0E7STG4712,False,Changed mind,Refurbished,Note for condition 60,Warranty,UOSS,IOSS-74046,Pending,Manual,12.48,USD,32.0,USD,2.37,USD,43,Standard,3,7.45,USD,USD,0.35,2,0,2025-02-01,2025-01-27,SKU-7466,True,1.72,USD,0.15,USD,13.19,USD,1.66,USD,Store-89,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00252 ,ORDER00152,False,False,B0E7STG8980,False,Found cheaper,Used,Note for condition 27,New,IOSS,IOSS-61231,Pending,Automatic,48.49,USD,49.39,USD,3.97,USD,32,Standard,3,14.46,USD,USD,0.25,1,1,2025-01-30,2025-01-27,SKU-4340,False,1.83,USD,1.76,USD,12.87,USD,4.39,USD,Store-4,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00253 ,ORDER00153,True,False,B0E7STG4252,False,Found cheaper,Club,Note for condition 14,Mint,IOSS,IOSS-15530,Approved,Automatic,407.49,USD,31.76,USD,4.0,USD,35,Standard,6,8.22,USD,USD,1.53,5,5,2025-02-02,2025-01-28,SKU-8346,True,5.18,USD,1.41,USD,8.87,USD,4.05,USD,Store-45,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00254 ,ORDER00153,True,False,B0E7STG4293,True,Changed mind,New,Note for condition 19,OEM,IOSS,IOSS-91076,Pending,Manual,416.49,USD,44.21,USD,4.46,USD,89,Standard,7,7.56,USD,USD,2.75,7,4,2025-02-01,2025-01-24,SKU-7263,True,0.15,USD,1.45,USD,1.00,USD,4.08,USD,Store-71,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00255 ,ORDER00153,False,False,B0E7STG1785,False,Delayed delivery,Preorder,Note for condition 63,Open Box,UOSS,IOSS-63406,Approved,Manual,466.18,USD,40.83,USD,1.26,USD,42,Standard,1,9.15,USD,USD,3.59,6,3,2025-01-29,2025-01-25,SKU-5177,True,2.69,USD,0.33,USD,1.11,USD,0.89,USD,Store-75,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00256 ,ORDER00153,False,False,B0E7STG8808,False,Found cheaper,Preorder,Note for condition 82,Acceptable,UOSS,IOSS-11370,Pending,Manual,344.95,USD,38.25,USD,2.07,USD,28,Standard,5,16.13,USD,USD,1.48,8,2,2025-02-01,2025-01-28,SKU-3530,True,4.42,USD,1.63,USD,18.51,USD,0.46,USD,Store-81,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00257 ,ORDER00153,False,False,B0E7STG3066,False,Changed mind,Club,Note for condition 94,Very Good,UOSS,IOSS-39006,Rejected,Manual,253.99,USD,27.5,USD,4.86,USD,59,Standard,6,1.15,USD,USD,3.87,5,0,2025-01-31,2025-01-24,SKU-9569,False,5.9,USD,1.01,USD,18.03,USD,4.45,USD,Store-24,MarketplaceFacilitator,Amazon Services,Wireless Mouse
